,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
943,13309,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,4
944,8115,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,10,308,3
945,6094,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,40,139,2
946,12115,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,2
947,9713,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,7,138,2
948,16965,4,1,12,15,0,5,1,1,0.4,0.4091,0.47,0.1642,57,252,3
949,3471,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,4
950,640,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,1
951,16192,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,4
952,10729,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,0
953,3659,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,4
954,16635,4,1,11,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,2
955,2365,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,1
956,8232,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,2
957,16387,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0,70,243,3
958,4946,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,26,90,2
959,12472,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,4
960,11760,2,1,5,4,0,4,1,1,0.46,0.4545,0.77,0.194,0,2,0
961,944,1,0,2,22,0,5,1,1,0.2,0.2273,0.64,0.0896,2,41,1
962,14301,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0,5,37,1
963,10807,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,3
964,3586,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,3
965,4779,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0,16,85,2
966,2133,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,3
967,16005,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,4
968,5635,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,0
969,10410,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,4
970,8086,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,2
971,1404,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,2
972,10981,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,4
973,8174,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,0,21,0
974,14225,3,1,8,21,0,1,1,1,0.6,0.5606,0.83,0,26,219,3
975,6926,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,0
976,13011,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0,13,37,1
977,883,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,0,43,1
978,6080,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,2
979,16955,4,1,12,5,0,5,1,1,0.2,0.2273,0.69,0.1045,0,34,1
980,9992,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,1
981,1754,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,4
982,10631,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,2
983,8456,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,0
984,3038,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,2
985,5489,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,3
986,1890,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,1
987,5290,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,1
988,16249,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,4
989,3812,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,3
990,15459,4,1,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,4
991,9370,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,3
992,9680,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,1,71,1
993,5087,3,0,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,3
994,15410,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,2
995,11329,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,0
996,8602,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,0
997,17100,4,1,12,6,0,4,1,2,0.3,0.3333,0.65,0,4,114,2
998,11001,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,4
999,4849,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,13,112,2
